user_id,prediction(adopter)
5.0,1
41.0,1
77.0,1
99.0,1
106.0,1
108.0,0
159.0,1
249.0,1
256.0,1
263.0,1
288.0,1
303.0,1
323.0,0
333.0,1
371.0,1
381.0,1
399.0,1
411.0,1
412.0,1
437.0,1
462.0,1
470.0,1
473.0,1
500.0,1
535.0,1
550.0,1
551.0,1
559.0,1
585.0,1
603.0,1
623.0,1
630.0,1
641.0,1
698.0,1
719.0,1
722.0,1
724.0,1
727.0,1
775.0,1
812.0,1
823.0,1
855.0,1
878.0,1
897.0,1
909.0,1
922.0,1
926.0,1
931.0,1
969.0,1
988.0,1
995.0,1
1013.0,1
1040.0,1
1053.0,1
1066.0,1
1110.0,1
1116.0,1
1129.0,1
1149.0,1
1162.0,1
1203.0,1
1249.0,1
1268.0,1
1283.0,1
1335.0,1
1350.0,1
1353.0,1
1384.0,1
1387.0,1
1407.0,1
1433.0,1
1481.0,1
1496.0,1
1508.0,0
1552.0,1
1567.0,1
1585.0,1
1596.0,1
1598.0,1
1624.0,1
1628.0,1
1640.0,1
1648.0,1
1667.0,1
1709.0,1
1725.0,0
1737.0,0
1773.0,1
1789.0,1
1840.0,1
1870.0,1
1874.0,1
1912.0,1
1979.0,1
1989.0,1
2000.0,1
2015.0,0
2024.0,1
2035.0,1
2048.0,1
2078.0,1
2140.0,1
2182.0,1
2188.0,1
2194.0,1
2233.0,1
2238.0,1
2246.0,1
2282.0,1
2285.0,1
2316.0,1
2349.0,0
2365.0,1
2373.0,1
2395.0,1
2423.0,1
2432.0,1
2445.0,1
2451.0,1
2479.0,1
2483.0,1
2515.0,1
2518.0,1
2564.0,0
2567.0,1
2592.0,1
2603.0,1
2610.0,1
2632.0,1
2641.0,1
2648.0,1
2676.0,1
2699.0,1
2733.0,1
2737.0,1
2765.0,1
2777.0,1
2797.0,1
2803.0,1
2804.0,1
2840.0,1
2841.0,1
2846.0,1
2858.0,1
2894.0,1
2901.0,1
2916.0,1
2930.0,1
2931.0,1
2964.0,1
2968.0,1
2974.0,0
2991.0,1
2994.0,1
2995.0,1
3001.0,1
3042.0,1
3045.0,1
3069.0,1
3097.0,1
3113.0,1
3135.0,1
3154.0,1
3163.0,1
3191.0,0
3192.0,1
3236.0,1
3251.0,1
3257.0,1
3269.0,1
3310.0,1
3312.0,1
3314.0,1
3384.0,1
3396.0,1
3399.0,1
3438.0,1
3493.0,1
3536.0,1
3573.0,1
3605.0,1
3626.0,1
3686.0,1
3729.0,1
3756.0,1
3812.0,0
3857.0,1
3859.0,1
3883.0,1
3894.0,1
3960.0,1
3987.0,1
4000.0,1
4022.0,1
4073.0,1
4105.0,1
4133.0,1
4141.0,1
4154.0,1
4177.0,1
4186.0,1
4206.0,1
4218.0,1
4220.0,0
4270.0,1
4292.0,1
4302.0,1
4333.0,1
4334.0,1
4370.0,1
4390.0,1
