user_id,prediction(adopter)
5,1
41,1
77,1
99,1
106,1
108,1
159,1
249,1
256,1
263,1
288,1
303,1
323,1
333,1
371,1
381,1
399,1
411,1
412,1
437,1
462,1
470,1
473,1
500,1
535,1
550,1
551,1
559,1
585,1
603,1
623,1
630,1
641,1
698,1
719,1
722,1
724,1
727,1
775,1
812,1
823,1
855,1
878,1
897,1
909,1
922,1
926,1
931,1
969,1
988,1
995,1
1013,1
1040,1
1053,1
1066,1
1110,1
1116,1
1129,1
1149,1
1162,1
1203,1
1249,1
1268,1
1283,1
1335,1
1350,1
1353,1
1384,1
1387,1
1407,1
1433,1
1481,1
1496,1
1508,1
1552,1
1567,1
1585,1
1596,1
1598,1
1624,1
1628,1
1640,1
1648,1
1667,1
1709,1
1725,1
1737,1
1773,1
1789,1
1840,1
1870,1
1874,1
1912,1
1979,1
1989,1
2000,1
2015,1
2024,1
2035,1
2048,1
2078,1
2140,1
2182,1
2188,1
2194,1
2233,1
2238,1
2246,1
2282,1
2285,1
2316,1
2349,1
2365,1
2373,1
2395,1
2423,1
2432,1
2445,1
2451,1
2479,1
2483,1
2515,1
2518,1
2564,1
2567,1
2592,1
2603,1
2610,1
2632,1
2641,1
2648,1
2676,1
2699,1
2733,1
2737,1
2765,1
2777,1
2797,1
2803,1
2804,1
2840,1
2841,1
2846,1
2858,1
2894,1
2901,1
2916,1
2930,1
2931,1
2964,1
2968,1
2974,1
2991,1
2994,1
2995,1
3001,1
3042,1
3045,1
3069,1
3097,1
3113,1
3135,1
3154,1
3163,1
3191,1
3192,1
3236,1
3251,1
3257,1
3269,1
3310,1
3312,1
3314,1
3384,1
3396,1
3399,1
3438,1
3493,1
3536,1
3573,1
3605,1
3626,1
3686,1
3729,1
3756,1
3812,1
3857,1
3859,1
3883,1
3894,1
3960,1
3987,1
4000,1
4022,1
4073,1
4105,1
4133,1
4141,1
4154,1
4177,1
4186,1
4206,1
4218,1
4220,1
4270,1
4292,1
4302,1
4333,1
4334,1
4370,1
4390,1
4440,1
4441,1
4459,1
4480,1
4482,1
4488,1
4499,1
4504,1
4554,1
4574,1
4611,1
4623,1
4636,1
4722,1
4732,1
4759,1
4787,1
4862,1
4863,1
4888,1
4907,1
4922,1
4930,1
4961,1
4972,1
4979,1
4986,1
4989,1
4998,1
5078,1
5082,1
5114,1
5129,1
5140,1
5166,1
5180,1
5207,1
5240,1
5246,1
5250,1
5319,1
5325,1
5351,1
5356,1
5362,1
5377,1
5421,1
5428,1
5429,1
5460,1
5484,1
5516,1
5533,1
5632,1
5637,1
5655,1
5677,1
5688,1
5750,1
5766,1
5783,1
5804,1
5821,1
5825,1
5888,1
5941,1
5961,1
5976,1
6033,1
6049,1
6055,1
6058,1
6059,1
6126,1
6132,1
6147,1
6178,1
6189,1
6214,1
6260,1
6344,1
6376,1
6381,1
6387,1
6388,1
6411,1
6433,1
6469,1
6490,1
