user_id,prediction(adopter)
5.0,0
41.0,0
77.0,0
99.0,0
106.0,0
108.0,0
159.0,0
249.0,0
256.0,0
263.0,0
288.0,0
303.0,0
323.0,0
333.0,0
371.0,0
381.0,0
399.0,0
411.0,0
412.0,0
437.0,0
462.0,1
470.0,0
473.0,0
500.0,1
535.0,0
550.0,0
551.0,0
559.0,0
585.0,0
603.0,0
623.0,0
630.0,0
641.0,0
698.0,0
719.0,0
722.0,0
724.0,0
727.0,0
775.0,1
812.0,0
823.0,0
855.0,0
878.0,0
897.0,0
909.0,0
922.0,0
926.0,0
931.0,0
969.0,0
988.0,0
995.0,0
1013.0,0
1040.0,0
1053.0,0
1066.0,0
1110.0,0
1116.0,0
1129.0,0
1149.0,0
1162.0,0
1203.0,0
1249.0,0
1268.0,0
1283.0,1
1335.0,0
1350.0,0
1353.0,0
1384.0,0
1387.0,0
1407.0,0
1433.0,0
1481.0,0
1496.0,1
1508.0,0
1552.0,0
1567.0,0
1585.0,0
1596.0,0
1598.0,0
1624.0,1
1628.0,0
1640.0,0
1648.0,0
1667.0,0
1709.0,0
1725.0,0
1737.0,0
1773.0,1
1789.0,0
1840.0,0
1870.0,0
1874.0,0
1912.0,0
1979.0,1
1989.0,0
2000.0,0
2015.0,0
2024.0,0
2035.0,0
2048.0,0
2078.0,0
2140.0,0
2182.0,0
2188.0,0
2194.0,0
2233.0,0
2238.0,0
2246.0,0
2282.0,0
2285.0,0
2316.0,0
2349.0,0
2365.0,0
2373.0,0
2395.0,0
2423.0,0
2432.0,0
2445.0,0
2451.0,0
2479.0,0
2483.0,0
2515.0,1
2518.0,0
2564.0,0
2567.0,0
2592.0,0
2603.0,0
2610.0,0
2632.0,0
2641.0,1
2648.0,0
2676.0,0
2699.0,0
2733.0,0
2737.0,0
2765.0,0
2777.0,0
2797.0,0
2803.0,0
2804.0,0
2840.0,0
2841.0,1
2846.0,0
2858.0,0
2894.0,0
2901.0,0
2916.0,0
2930.0,0
2931.0,0
2964.0,0
2968.0,0
2974.0,0
2991.0,0
2994.0,0
2995.0,0
3001.0,0
3042.0,0
3045.0,0
3069.0,1
3097.0,0
3113.0,0
3135.0,0
3154.0,0
3163.0,0
3191.0,0
3192.0,0
3236.0,0
3251.0,1
3257.0,0
3269.0,1
3310.0,0
3312.0,0
3314.0,0
3384.0,0
3396.0,0
3399.0,0
3438.0,1
3493.0,0
3536.0,0
3573.0,0
3605.0,0
3626.0,0
3686.0,0
3729.0,0
3756.0,0
3812.0,0
3857.0,0
3859.0,0
3883.0,0
3894.0,0
3960.0,0
3987.0,0
4000.0,1
4022.0,0
4073.0,0
4105.0,0
4133.0,0
4141.0,0
4154.0,0
4177.0,0
4186.0,0
4206.0,0
4218.0,0
4220.0,0
4270.0,0
4292.0,0
4302.0,0
4333.0,0
4334.0,0
4370.0,0
4390.0,0
4440.0,0
4441.0,0
4459.0,0
4480.0,0
4482.0,0
4488.0,0
4499.0,0
4504.0,0
4554.0,0
4574.0,0
4611.0,0
4623.0,0
4636.0,0
4722.0,0
4732.0,0
4759.0,0
4787.0,0
4862.0,0
4863.0,0
4888.0,0
4907.0,0
4922.0,0
4930.0,1
4961.0,0
4972.0,0
4979.0,0
4986.0,1
4989.0,0
4998.0,0
5078.0,0
5082.0,1
5114.0,0
5129.0,0
5140.0,0
5166.0,0
5180.0,0
5207.0,0
5240.0,0
5246.0,0
5250.0,0
5319.0,1
5325.0,0
5351.0,0
5356.0,0
5362.0,0
5377.0,0
5421.0,0
5428.0,1
5429.0,0
5460.0,0
5484.0,0
5516.0,0
5533.0,0
5632.0,0
5637.0,0
5655.0,0
5677.0,0
5688.0,0
5750.0,0
5766.0,0
5783.0,0
5804.0,0
5821.0,0
5825.0,0
5888.0,0
5941.0,0
5961.0,0
5976.0,0
6033.0,1
6049.0,0
6055.0,0
6058.0,0
6059.0,0
6126.0,0
6132.0,0
6147.0,0
6178.0,1
6189.0,0
6214.0,0
6260.0,0
6344.0,0
6376.0,0
6381.0,0
6387.0,0
6388.0,0
6411.0,1
6433.0,0
6469.0,0
6490.0,0
6493.0,0
6501.0,0
6528.0,0
6542.0,0
6554.0,0
6588.0,0
6614.0,1
6637.0,0
6658.0,0
6663.0,0
6666.0,0
6667.0,0
6675.0,0
6693.0,0
6705.0,0
6747.0,0
6779.0,0
6846.0,0
6894.0,0
6909.0,0
6924.0,0
6936.0,1
7005.0,0
7045.0,0
7059.0,1
7063.0,0
7068.0,0
7082.0,0
7091.0,0
7151.0,0
7165.0,0
7276.0,0
7286.0,0
7303.0,0
7314.0,0
7315.0,0
7329.0,0
7349.0,0
7400.0,0
7416.0,0
7441.0,0
7444.0,0
7450.0,0
7456.0,1
7474.0,0
7505.0,0
7507.0,0
7513.0,1
7517.0,0
7524.0,0
7539.0,0
7549.0,0
7563.0,0
7602.0,0
7620.0,0
7621.0,1
7632.0,0
7684.0,0
7689.0,0
7691.0,0
7708.0,0
7715.0,0
7732.0,0
7740.0,0
7786.0,0
7846.0,0
7881.0,0
7902.0,0
7914.0,0
7927.0,0
7952.0,0
7999.0,0
8016.0,0
8030.0,0
8048.0,0
8050.0,0
8059.0,0
8068.0,0
8088.0,0
8103.0,0
8125.0,0
8150.0,0
8162.0,0
8223.0,0
8231.0,0
8251.0,0
8257.0,0
8286.0,0
8325.0,0
8352.0,0
8355.0,0
8356.0,0
8380.0,0
8387.0,0
8432.0,0
8486.0,0
8493.0,0
8505.0,0
8533.0,0
8582.0,0
8597.0,0
8617.0,1
8620.0,0
8633.0,0
8656.0,0
8665.0,0
8683.0,0
8691.0,0
8728.0,0
8752.0,0
8811.0,1
8812.0,0
8816.0,0
8817.0,0
8823.0,0
8826.0,0
8839.0,0
8840.0,0
8879.0,0
8884.0,0
8893.0,0
8936.0,0
8941.0,0
8943.0,0
8981.0,0
8982.0,0
8990.0,0
9005.0,0
9108.0,0
9123.0,0
9141.0,1
9144.0,0
9175.0,0
9183.0,1
9192.0,0
9204.0,0
9224.0,0
9245.0,0
9279.0,0
9283.0,0
9284.0,1
9321.0,1
9347.0,1
9352.0,0
9365.0,0
9439.0,0
9459.0,0
9470.0,0
9481.0,0
9485.0,0
9498.0,1
9558.0,0
9597.0,1
9611.0,0
9647.0,1
9663.0,0
9774.0,0
9786.0,0
9803.0,0
9805.0,0
9809.0,0
9820.0,0
9823.0,1
9878.0,0
9886.0,0
9901.0,1
9907.0,0
9938.0,0
9957.0,0
9962.0,0
9974.0,0
9975.0,0
10019.0,0
10033.0,0
10058.0,0
10059.0,0
10067.0,0
10081.0,0
10128.0,1
10129.0,0
10152.0,0
10153.0,0
10156.0,0
10170.0,0
10183.0,0
10188.0,0
10194.0,1
10232.0,0
10234.0,1
10248.0,0
10253.0,0
10263.0,0
10277.0,1
10293.0,0
10298.0,0
10318.0,0
10335.0,0
10351.0,1
10372.0,0
10427.0,0
10440.0,0
10526.0,0
10575.0,0
10593.0,0
10603.0,0
10626.0,0
10678.0,0
10692.0,0
10744.0,0
10746.0,0
10803.0,1
10816.0,0
10842.0,0
10869.0,0
10897.0,0
10967.0,1
10976.0,1
10999.0,0
11012.0,0
11022.0,0
11042.0,0
11064.0,0
11076.0,0
11098.0,0
11102.0,1
11106.0,1
11117.0,0
11121.0,0
11123.0,0
11130.0,0
11147.0,0
11148.0,0
11189.0,0
11232.0,0
11252.0,0
11287.0,0
11289.0,0
11315.0,0
11325.0,0
11327.0,0
11334.0,1
11361.0,0
11375.0,0
11386.0,1
11408.0,0
11415.0,0
11420.0,0
11423.0,0
11473.0,0
11477.0,0
11498.0,0
11618.0,0
11635.0,0
11654.0,1
11662.0,0
11681.0,0
11704.0,0
11726.0,0
11773.0,0
11785.0,0
11805.0,0
11849.0,0
11869.0,0
11888.0,1
11889.0,0
11945.0,0
11958.0,0
11969.0,1
11974.0,0
11981.0,0
11989.0,0
12006.0,0
12011.0,0
12140.0,0
12180.0,0
12181.0,1
12191.0,0
12195.0,0
12247.0,0
12295.0,0
12296.0,0
12297.0,0
12337.0,0
12339.0,1
12345.0,0
12372.0,1
12375.0,0
12392.0,0
12434.0,0
12449.0,0
12473.0,0
12485.0,0
12568.0,0
12601.0,0
12647.0,0
12662.0,0
12663.0,0
12688.0,0
12689.0,0
12764.0,0
12786.0,0
12847.0,0
12853.0,0
12863.0,0
12869.0,0
12916.0,0
12939.0,0
12945.0,0
12967.0,0
12970.0,0
12989.0,0
13009.0,0
13022.0,0
13046.0,0
13054.0,0
13058.0,0
13067.0,0
13096.0,1
13109.0,1
13114.0,0
13120.0,0
13205.0,0
13209.0,0
13216.0,0
13224.0,0
13233.0,0
13253.0,0
13268.0,0
13278.0,0
13310.0,0
13317.0,0
13344.0,0
13355.0,0
13403.0,0
13428.0,0
13431.0,0
13435.0,0
13442.0,0
13458.0,0
13465.0,0
13493.0,0
13521.0,0
13527.0,0
13533.0,0
13546.0,0
13562.0,0
13569.0,0
13580.0,0
13582.0,0
13628.0,0
13640.0,1
13642.0,0
13676.0,1
13698.0,0
13705.0,0
13717.0,0
13725.0,0
13726.0,0
13741.0,1
13756.0,0
13767.0,0
13796.0,0
13820.0,0
13842.0,0
13843.0,0
13848.0,0
13849.0,0
13856.0,0
13872.0,0
13937.0,0
13948.0,0
14012.0,0
14034.0,0
14064.0,0
14102.0,1
14141.0,0
14163.0,0
14167.0,1
14213.0,0
14228.0,0
14235.0,0
14268.0,0
14285.0,0
14301.0,0
14346.0,0
14376.0,0
14390.0,0
14438.0,0
14450.0,0
14469.0,0
14493.0,0
14502.0,0
14504.0,0
14528.0,0
14559.0,0
14567.0,0
14605.0,0
14608.0,0
14618.0,1
14622.0,0
14649.0,0
14675.0,0
14697.0,0
14709.0,0
14719.0,0
14724.0,0
14742.0,0
14752.0,0
14778.0,0
14794.0,0
14900.0,0
14902.0,0
14904.0,0
14932.0,0
14938.0,0
14939.0,0
14988.0,0
15030.0,0
15056.0,0
15059.0,0
15089.0,0
15121.0,0
15124.0,0
15133.0,0
15158.0,0
15181.0,0
15199.0,0
15211.0,0
15213.0,0
15248.0,0
15257.0,0
15272.0,0
15302.0,0
15318.0,0
15336.0,0
15390.0,0
15392.0,0
15401.0,1
15427.0,0
15446.0,1
15447.0,0
15470.0,0
15490.0,0
15557.0,0
15558.0,0
15619.0,0
15658.0,0
15703.0,0
15708.0,0
15715.0,0
15729.0,0
15750.0,0
15769.0,0
15882.0,0
15885.0,0
15897.0,0
15909.0,0
15911.0,0
15916.0,0
15978.0,1
15985.0,0
15990.0,0
16033.0,0
16035.0,0
16050.0,1
16074.0,0
16081.0,1
16084.0,0
16086.0,0
16131.0,0
16133.0,0
16134.0,0
16135.0,0
16155.0,0
16156.0,0
16170.0,0
16173.0,0
16207.0,0
16227.0,0
16228.0,0
16240.0,1
16242.0,0
16244.0,0
16252.0,0
16281.0,0
16283.0,0
16294.0,0
16372.0,0
16377.0,0
16430.0,0
16441.0,0
16451.0,0
16460.0,0
16478.0,1
16557.0,0
16566.0,0
16590.0,0
16600.0,0
16633.0,0
16643.0,0
16649.0,1
16653.0,0
16664.0,0
16675.0,1
16678.0,0
16682.0,0
16696.0,0
16706.0,0
16709.0,0
16745.0,0
16767.0,0
16795.0,0
16832.0,0
16847.0,0
16859.0,0
16885.0,0
16892.0,0
16901.0,0
16951.0,0
16958.0,0
16979.0,0
16999.0,0
17016.0,0
17052.0,0
17071.0,0
17078.0,0
17082.0,0
17096.0,0
17128.0,0
17156.0,0
17163.0,0
17176.0,0
17185.0,0
17233.0,0
17272.0,0
17311.0,0
17315.0,0
17325.0,0
17328.0,0
17337.0,0
17342.0,0
17383.0,0
17385.0,0
17386.0,0
17391.0,0
17406.0,0
17414.0,1
17473.0,0
17484.0,0
17494.0,0
17508.0,0
17513.0,0
17521.0,0
17524.0,0
17574.0,0
17585.0,0
17587.0,0
17592.0,0
17610.0,0
17613.0,0
17617.0,0
17636.0,0
17732.0,0
17745.0,0
17755.0,0
17771.0,0
17801.0,0
17804.0,1
17816.0,0
17864.0,0
17889.0,0
17892.0,0
17911.0,0
17928.0,0
17930.0,0
17952.0,0
17986.0,0
17994.0,0
18001.0,0
18037.0,0
18055.0,0
18166.0,0
18167.0,0
18183.0,0
18189.0,0
18239.0,0
18242.0,0
18246.0,0
18296.0,0
18338.0,0
18339.0,0
18354.0,0
18363.0,0
18374.0,1
18490.0,0
18492.0,0
18514.0,0
18521.0,1
18572.0,0
18585.0,0
18617.0,0
18638.0,0
18652.0,1
18673.0,0
18688.0,0
18737.0,0
18781.0,0
18797.0,0
18809.0,0
18859.0,1
18867.0,0
18875.0,0
18882.0,0
18900.0,0
18921.0,0
18926.0,0
18940.0,0
18961.0,0
19020.0,0
19033.0,0
19035.0,0
19054.0,0
19102.0,0
19127.0,0
19140.0,0
19166.0,0
19224.0,0
19266.0,0
19271.0,1
19298.0,1
19303.0,1
19323.0,0
19326.0,0
19329.0,0
19352.0,0
19406.0,0
19413.0,0
19417.0,0
19435.0,0
19453.0,1
19463.0,0
19473.0,0
19481.0,0
19487.0,0
19491.0,0
19503.0,0
19508.0,0
19535.0,0
19552.0,0
19580.0,0
19586.0,1
19606.0,0
19608.0,1
19616.0,0
19625.0,0
19632.0,0
19642.0,0
19646.0,1
19680.0,0
19695.0,0
19705.0,0
19714.0,1
19717.0,1
19729.0,0
19730.0,0
19751.0,0
19753.0,0
19796.0,0
19818.0,0
19829.0,0
19854.0,0
19855.0,0
19866.0,0
19876.0,0
19901.0,0
19925.0,0
19934.0,0
19959.0,0
19971.0,0
20000.0,0
20003.0,1
20019.0,0
20024.0,1
20036.0,0
20065.0,0
20067.0,0
20085.0,0
20161.0,0
20178.0,0
20197.0,0
20198.0,0
20216.0,0
20299.0,0
20305.0,0
20308.0,0
20318.0,0
20324.0,0
20332.0,1
20339.0,0
20346.0,0
20395.0,0
20437.0,0
20451.0,0
20474.0,0
20501.0,0
20506.0,0
20523.0,0
20554.0,0
20556.0,0
20572.0,0
20616.0,0
20633.0,0
20637.0,0
20639.0,0
20670.0,1
20681.0,0
20775.0,0
20794.0,0
20796.0,0
20802.0,0
20820.0,0
20858.0,0
20898.0,0
20916.0,0
20923.0,0
20927.0,0
20931.0,0
20990.0,0
20993.0,0
20996.0,0
20997.0,0
21006.0,0
21011.0,0
21017.0,0
21118.0,0
21133.0,0
21135.0,0
21145.0,0
21147.0,0
21156.0,0
21162.0,0
21172.0,0
21192.0,0
21224.0,0
21233.0,0
21245.0,0
21261.0,0
21277.0,0
21293.0,0
21303.0,0
21323.0,0
21373.0,0
21380.0,0
21395.0,0
21396.0,0
21399.0,0
21435.0,0
21447.0,0
21486.0,0
21567.0,0
21578.0,0
21585.0,0
21590.0,0
21616.0,0
21662.0,0
21668.0,1
21684.0,0
21741.0,0
21742.0,0
21750.0,0
21753.0,0
21775.0,0
21776.0,0
21790.0,0
21811.0,0
21815.0,0
21826.0,0
21835.0,0
21865.0,0
21896.0,0
21905.0,0
21938.0,0
21951.0,0
21993.0,0
22020.0,0
22028.0,0
22047.0,0
22058.0,0
22099.0,0
22110.0,1
22115.0,0
22202.0,0
22204.0,0
22210.0,0
22217.0,0
22244.0,0
22249.0,0
22292.0,0
22328.0,0
22330.0,0
22366.0,1
22369.0,0
22388.0,1
22397.0,0
22444.0,0
22446.0,0
22454.0,0
22461.0,0
22467.0,0
22484.0,0
22530.0,0
22552.0,0
22615.0,0
22630.0,0
22700.0,0
22854.0,1
22871.0,0
22897.0,0
22959.0,0
22963.0,0
22973.0,0
23021.0,0
23097.0,0
23100.0,1
23102.0,0
23154.0,0
23160.0,0
23190.0,0
23204.0,0
23231.0,0
23242.0,0
23362.0,0
23369.0,0
23384.0,0
23391.0,0
23404.0,0
23420.0,0
23443.0,0
23484.0,1
23506.0,0
23533.0,0
23558.0,0
23575.0,0
23604.0,0
23612.0,0
23616.0,0
23623.0,0
23696.0,0
23711.0,1
23739.0,0
23761.0,0
23789.0,0
23792.0,0
23794.0,0
23812.0,0
23813.0,0
23829.0,0
23835.0,0
23848.0,0
23849.0,0
23885.0,0
23905.0,0
23906.0,0
23949.0,0
24048.0,0
24066.0,0
24080.0,0
24111.0,1
24124.0,0
24132.0,0
24147.0,0
24188.0,0
24211.0,0
24331.0,0
24343.0,1
24352.0,0
24366.0,1
24369.0,1
24376.0,0
24382.0,0
24469.0,0
24470.0,0
24482.0,0
24483.0,1
24489.0,0
24500.0,0
24502.0,0
24516.0,0
24536.0,0
24566.0,0
24570.0,0
24577.0,0
24637.0,0
24668.0,0
24721.0,0
24794.0,0
24799.0,0
24821.0,0
24857.0,0
24864.0,0
24867.0,0
24877.0,0
24886.0,0
24910.0,0
24932.0,0
24991.0,0
25077.0,0
25087.0,0
25103.0,0
25156.0,0
25168.0,0
25226.0,0
25232.0,0
25257.0,0
25263.0,0
25269.0,0
25278.0,0
25289.0,0
25352.0,0
25372.0,0
25387.0,0
25390.0,1
25441.0,0
25456.0,0
25500.0,0
25512.0,0
25514.0,0
25525.0,0
25535.0,0
25563.0,0
25578.0,0
25611.0,0
25623.0,0
25634.0,0
25639.0,0
25648.0,0
25661.0,0
25668.0,1
25698.0,0
25724.0,0
25769.0,0
25778.0,0
25810.0,1
25822.0,0
25842.0,0
